task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,correct,oracle_passed,oracle_total,wall_clock_s,prompt_tokens,completion_tokens,total_tokens,estimated_usd,wasted_tokens,wasted_token_rate,stall_events,fp_stall_events,notify_events,fp_notify_events,stall_wait_s,reads_observed,llm_calls,tool_calls,file_read_events,write_events,write_applied_events,write_refused_events,search_events,coord_events,run_tests_events,notification_delivered_events,agent_turns,mean_agent_turns,tokens_per_agent_turn,read_set_visibility,critical_paths_read_fraction,timed_out,agents_done,agents_errored,agents_timeout,log,run_id,provider,run_dir
t11_irreversible,irreversible_effect_reordering,False,file_lock,strategy,,2,1,agnes-2.0-flash,True,3,3,130.88,35547,1020,36567,0.0,2278,0.06229660622966062,2,0,0,0,0.0,7,17,20,7,3,2,1,1,2,2,0,17,8.5,2151.0,1.0,,False,2,0,0,t11_irreversible__file_lock-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,file_lock,strategy,,2,2,agnes-2.0-flash,True,3,3,297.02,59153,1605,60758,0.0,0,0.0,4,0,0,0,0.0,9,25,29,9,4,4,0,2,4,5,0,25,12.5,2430.32,1.0,,False,2,0,0,t11_irreversible__file_lock-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,git_hash,strategy,,2,0,agnes-2.0-flash,True,3,3,276.2,67988,2562,70550,0.0,0,0.0,0,0,0,0,0.0,8,24,27,8,5,5,0,0,0,4,0,24,12.0,2939.5833333333335,1.0,,False,2,0,0,t11_irreversible__git_hash-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,git_hash,strategy,,2,1,agnes-2.0-flash,True,3,3,404.12,33950,1071,35021,0.0,0,0.0,0,0,0,0,0.0,8,16,19,8,2,2,0,0,0,2,0,16,8.0,2188.8125,1.0,,False,2,0,0,t11_irreversible__git_hash-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,git_hash,strategy,,2,2,agnes-2.0-flash,False,2,3,84.02,35533,1282,36815,0.0,0,0.0,0,0,0,0,0.0,8,16,20,8,3,3,0,0,0,2,0,16,8.0,2300.9375,1.0,,False,2,0,0,t11_irreversible__git_hash-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,naive,strategy,,2,0,agnes-2.0-flash,True,3,3,110.69,42168,1243,43411,0.0,2425,0.05586141761304739,0,0,0,0,0.0,7,19,21,7,3,2,1,0,0,2,0,19,9.5,2284.7894736842104,1.0,,False,2,0,0,t11_irreversible__naive-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,naive,strategy,,2,1,agnes-2.0-flash,True,3,3,209.04,38270,1591,39861,0.0,0,0.0,0,0,0,0,0.0,6,17,20,6,4,4,0,0,0,2,0,17,8.5,2344.764705882353,1.0,,False,2,0,0,t11_irreversible__naive-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,naive,strategy,,2,2,agnes-2.0-flash,True,3,3,138.47,32465,1510,33975,0.0,0,0.0,0,0,0,0,0.0,5,15,18,5,4,4,0,0,0,2,0,15,7.5,2265.0,1.0,,False,2,0,0,t11_irreversible__naive-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,notify,strategy,,2,0,agnes-2.0-flash,True,3,3,251.01,45978,1607,47585,0.0,0,0.0,0,0,0,0,0.0,8,19,23,8,4,4,0,0,0,3,0,19,9.5,2504.4736842105262,1.0,,False,2,0,0,t11_irreversible__notify-n2-r0.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,notify,strategy,,2,1,agnes-2.0-flash,True,3,3,145.5,30999,960,31959,0.0,0,0.0,0,0,1,0,0.0,7,15,18,7,2,2,0,0,1,2,1,15,7.5,2130.6,1.0,,False,2,0,0,t11_irreversible__notify-n2-r1.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
t11_irreversible,irreversible_effect_reordering,False,notify,strategy,,2,2,agnes-2.0-flash,True,3,3,189.1,30987,917,31904,0.0,0,0.0,0,0,1,0,0.0,7,15,18,7,2,2,0,0,1,2,1,15,7.5,2126.9333333333334,1.0,,False,2,0,0,t11_irreversible__notify-n2-r2.jsonl,grid-v1-agnes-sensitivity,agnes,results/grid-v1-agnes-sensitivity
